IS_match	flags	MANUAL_match	query_string	LH_match
lung	LH/IS		lung tissue homogenate	NA
lung	IS		lung,tracheal	
lung	LH/IS		lung/trachea tissue homogenate	NA
lung	IS		lung/tracheal tissue pool	
lung	LH/IS		lung_trachea_ECE1	ece
lung	MANUAL	mice	lungs of favipiravir and antibody against influenza virus treated mice	
	MANUAL	mouse	mouse-adapted	
NAS	LH/IS		nasal discharge	NA
NAS	LH/IS		nasal swab from a sow	NA
NAS	LH/IS		nasal swab of patient coming from Texas, USA	NA
NAS	LH/IS		nasal swab of patient returning from USA	NA
NAS	LH/IS		nasal swab of patient returning from USA (NYC)	NA
NAS	LH/IS		nasal swab; zoo	NA
NAS	LH/IS		nasopharyngeal secretions	NA
NAS	LH/IS		nasopharyngeal swab pool	NA
NAS	LH/IS		nasopharyngeal swab, A41	NA
NAS	LH/IS		nasopharyngeal swab, B849	NA
NAS	LH/IS		nasopharyngeal swab, J069, acute upper resp. tract inf.	NA
NAS	LH/IS		nasopharyngeal swab, J108	NA
NAS	LH/IS		nasopharyngeal swab, J158, pneumonia	NA
NAS	LH/IS		nasopharyngeal swab, pneumonia	NA
NAS	LH/IS		nasopharyngeal swab,R509	NA
NAS	LH/IS		nasopharyngeal/throat swab	NA
brain	LH/IS		naturally infected cat's brain	NA
OF	LH/IS		nature reserve, lower plain north of the Po River, with typical floodplain vegetation	NA
nose	IS		nose and throat swabs	
swab	IS		oro-pharengial swabs	
pharyngeal	IS		oropharyngeal swab only	
pharyngeal	IS		oropharyngeal swab pool; EP2-BP-EP	
pharyngeal	IS		oropharyngeal swab; pooled sample	
CLO	IS		oropharyngeal-cloacal swab pool	
pharyngeal	IS		oropharyngeal_swab	
	LH		passage details: E1	passage
muscle	IS		pectoral muscle tissue	
CLO	IS		pharyngeal and cloacal swab	
OF	IS		pharyngeal swab of patient returning from Mexico	
FEC	IS		pigeon fecal	
FEC	LH/IS		pigeon feces	ece
faces	IS		pigeon_faces	
water	IS		pond water	
lung	LH/IS		pool lung trachea_ECE1	ece
CLO	IS		pool of cloacal swabs	
brain	IS		pool organ (brain, lung, spleen, liver, kidney)	
lung	IS		pooled lung from 2 animals	
lung	IS		pooled lungs	
ns	IS		pooled organ suspension collected during an outbreak at a turkey farm	
CLO	IS		pooled oropharyngeal/cloacal swab	
swab	IS		post mortem tracheal swab, J111	
			poultry auction	
cage	IS		poultry cage swab at live poultry market	
feather	IS		poultry feather	
FEC	IS		poultry fecal swab	
			poultry litter	
market	IS		poultry market sewage	
slaughterhouse	IS		poultry slaughterhouse	
tissue	LH/IS		pulmonary tissue	NA
swab	IS		quail's swab	
			raw poultry product	
			rectal	
			rectum	
sea	IS		respiratory disease swab	
			respiratory secretion	
TRAC	IS		respiratory tract	
lung	LH/IS		sectional lung autopsy material	NA
OF	IS		semen of boar	
market	IS		sewage at live poultry market	
NAS	LH/IS		sick calve's nasal swab	NA
	LH		spinal cord	NA
sputum	IS		sputum, LJC	
swab	IS		swab sample	
market	LH/IS		swab; live bird market	RD
CLO	IS		throat cloaca swab	
CLO	IS		throat or Cloaca swab	
throat	IS		throat sample	
NAS	LH/IS		throat/nasal swab	NA
tissue	LH/IS		tissue pool homogenate	NA
tissue	IS		tissue pool; EP1	
swab	IS		trachael swab	
kidney	IS		trache;lung;kidney	
tissue	IS		trachea tissue	
CLO	IS		trachea,cloaca swabs	
brain	IS		trachea,cloaca,brain swabs	
lung	IS		trachea,lung	
CLO	IS		tracheal and cloacal swab mixture	
TRAC	IS		tracheal suction	
swab	IS		tracheal swab no.1	
swab	IS		tracheal swab no.4	
swab	IS		tracheal swab pool; EP2	
CLO	IS		tracheal swab, cloacal swab	
CLO	IS		tracheal swab; cloacal swab	
			treachel aspirate	
swab	LH/IS		virus grown in cell culture from a throat swab	cell
cage	LH/IS		water and feces from cage containing turkey	ece
water	IS		water supply surface	
water	LH/IS		water where birds gather	RD
tissue	LH/IS		whole cell-tissue lysate from bronchus autopsy material	cell
FEC	IS		wildfowl fecals	
NAS	LH/IS		Combo Nasal/Throat Swab	NA
swab	LH/IS		FTA/tracheal swabs	FTA
ns	IS		NS and TS	
swab	IS		Rectal swab	
swab	IS		Throat and trachea swab	
TRAC	IS		Trachea	
OF	LH/IS		allantoic cavity of 10-day old embryonated chicken egg	egg
ns	IS		allantoic fluid derived from a pooled organ suspension	
FEC	IS		avian fecal swab in filtered wetland water for 118 days prior to isolation	
FEC	IS		avian fecal swab in filtered wetland water for 61 days prior to isolation	
			bowl	
CLO	IS		cloacal swab no.14	
CLO	IS		cloacal swab taken during chicken farm outbreak	
	LH		egg surface	egg
feather	IS		feather	
dust	IS		female, unfed, collected in commerical/industrial/transportation habitat	
NAS	LH/IS		gender:F; age:12; Nasal Wash	NA
NAS	LH/IS		gender:F; age:14; nasopharyngeal swab	NA
NAS	LH/IS		gender:F; age:1Y; Nasopharyngeal aspirate	NA
			gender:F; age:20; Pleural Fluid	
NAS	LH/IS		gender:F; age:25; Nasal Wash	NA
NAS	LH/IS		gender:F; age:27; Nasal Wash	NA
			gender:F; age:40 yr	
			gender:Female; age:21y	
nose	IS		gender:Female; age:23; Nose swab	
			gender:M; age:19 day	
NP	IS		gender:M; age:21; NP Swab	
NP	IS		gender:M; age:22; NP Swab	
NAS	LH/IS		gender:M; age:31; Nasal Wash	NA
NAS	LH/IS		gender:M; age:34; Nasal Wash	NA
NAS	LH/IS		gender:M; age:35; nasopharyngeal swab	NA
swab	IS		gender:M; age:8; Throat Swab	
			gender:Male; age:52	
lung	IS		human lung	
liver	IS		liver of stillbirth fetus	
lung	IS		lung fragment	
lung	IS		lung-explant	
oropharynx	IS		oropharynx swab	
CLO	LH/IS		pool of cloacal swabs_ECE2	ece
			tisssue	
lung	IS		trachea, bronchus, lungs	
swab	IS		tracheobronchial swab	
water	IS		wastewater	
cage	LH/IS		water and feces from cage containing parrot	ece
cage	LH/IS		water and feces from cage containing pigeon	ece
			whole larval; pooled male and female	
			12 year-old female	
			Broncho Alveolar Lavage Fluid	
swab	IS		Ccoacal sample collected with cotton swab	
			Feaces	
lung	IS		Isolate, lung	
ORFL	IS		ORFL	
			Tachybaptus ruficollis (little grebe)	
lung	IS		Trachea and lungs	
wipe	IS		Udder Wipe	
NAS	LH/IS		age:10; nasopharyngeal wash	NA
nose	IS		age:16-54; Nose swab	
FEC	LH/IS		allantoic fluid from infected eggs	egg
cage	IS		chicken cage	
CLO	LH/IS		cloacal swab_ECE3	e3
throat	IS		day 7 throat	
tissue	IS		direct sequencing on tissues	
			gender:F; age:1.5	
NAS	LH/IS		gender:F; age:10; nasopharyngeal swab	NA
NAS	LH/IS		gender:F; age:11; Nasopharyngeal Swab	NA
NAS	LH/IS		gender:F; age:11; nasopharyngeal swab	NA
NAS	LH/IS		gender:F; age:17; Nasal Swab	NA
NAS	LH/IS		gender:F; age:17; nasopharyngeal swab	NA
NAS	LH/IS		gender:F; age:19; Nasal Swab	NA
			gender:F; age:23	
NAS	LH/IS		gender:F; age:23; nasopharyngeal swab	NA
NAS	LH/IS		gender:F; age:26; nasopharyngeal swab	NA
NP	IS		gender:F; age:27; NP Swab	
NAS	LH/IS		gender:F; age:2; nasopharyngeal swab	NA
NAS	LH/IS		gender:F; age:32; nasopharyngeal swab	NA
NAS	LH/IS		gender:F; age:41; Nasal Swab	NA
NAS	LH/IS		gender:F; age:50; nasopharyngeal swab	NA
NAS	LH/IS		gender:F; age:7; Nasal Swab	NA
liver	IS		gender:F; age:Adult; liver	
NAS	LH/IS		gender:F; nasopharyngeal swab	NA
			gender:Female; age:24	
nose	IS		gender:Female; age:7; Nose swab	
NAS	LH/IS		gender:M; age:12; Nasal Swab	NA
NAS	LH/IS		gender:M; age:12; nasopharyngeal swab	NA
NAS	LH/IS		gender:M; age:13; nasopharyngeal swab	NA
			gender:M; age:16	
NAS	LH/IS		gender:M; age:1Y; Nasopharyngeal aspirate	NA
NAS	LH/IS		gender:M; age:21; nasopharyngeal swab	NA
NAS	LH/IS		gender:M; age:23; nasopharyngeal swab	NA
			gender:M; age:24	
NAS	LH/IS		gender:M; age:27; Nasal Wash	NA
NAS	LH/IS		gender:M; age:29; Nasal Wash	NA
NP	IS		gender:M; age:30; NP Swab	
NAS	LH/IS		gender:M; age:32; Nasal Wash	NA
NAS	LH/IS		gender:M; age:33; Nasal Wash	NA
NP	IS		gender:M; age:34; NP Swab	
NAS	LH/IS		gender:M; age:40; nasopharyngeal swab	NA
NAS	LH/IS		gender:M; age:44; Nasal Wash	NA
NAS	LH/IS		gender:M; age:44; nasopharyngeal swab	NA
NAS	LH/IS		gender:M; age:4; nasopharyngeal swab	NA
NAS	LH/IS		gender:M; age:6; Nasal Wash	NA
nose	IS		gender:Male; age:43; Nose swab	
throat	IS		gender:Male; age:48; Throat	
OF	IS		human, gender: F, Gunma of Japan	
NAS	LH/IS		isolate, nasal swab	NA
NAS	LH/IS		nasopharangeal swab	NA
NAS	LH/IS		nasopharyngeal and rectal swab	NA
NAS	LH/IS		nasopharyngeal and throat swab	NA
NAS	LH/IS		nasopharyngeal epithelium	NA
NAS	LH/IS		nasopharyngeal secretion	NA
NAS	LH/IS		nasopharyngeal swab, C930	NA
NAS	LH/IS		nasopharyngeal swab, R060	NA
NAS	LH/IS		nasopharyngeal swab, Z948	NA
			pool 13B	
			pool 13C	
			pool 9B	
			recovered from immunocompromised patient	
			tick pool	
ns	IS		tick suspension	
swab	IS		tracheal swab no.18	
			vris	
			Alex	
swab	IS		Bronchial Swab	
BAL	IS		Bronchoalveolar Lavage (BAL)	
			Fluid	
intestine	IS		Intestine fragment	
NAS	LH/IS		Nasal swabs, organs	NA
OF	LH/IS		allantoic fluid of embryonated chicken eggs	egg
			auger suction	
	LH		backyard chicken	RD
CLO	IS		cloacal swab #96	
CLO	IS		cloacal swab no.3	
			culture	
FEC	LH/IS		duck feces	ece
faces	IS		faces	
oral	IS		fluid, oral	
NP	IS		gender:F; age:14; NP Swab	
			gender:F; age:15	
NAS	LH/IS		gender:F; age:22; Nasal Wash	NA
NAS	LH/IS		gender:F; age:23; Nasal Swab	NA
NAS	LH/IS		gender:F; age:25; Nasal Swab	NA
NAS	LH/IS		gender:F; age:28; Nasal Wash	NA
NP	IS		gender:F; age:30; NP Swab	
NAS	LH/IS		gender:F; age:32; Nasal Swab	NA
NAS	LH/IS		gender:F; age:37; Nasal Wash	NA
NAS	LH/IS		gender:F; age:45; Nasal Wash	NA
NAS	LH/IS		gender:F; age:48; Nasal Swab	NA
NP	IS		gender:F; age:5; NP Swab	
NAS	LH/IS		gender:F; age:6; Nasal Swab	NA
			gender:Female; age:17	
			gender:Female; age:19	
			gender:Female; age:5	
nose	IS		gender:Female; age:8; Nose swab	
			gender:M; age:13	
NAS	LH/IS		gender:M; age:24; nasopharyngeal swab	NA
			gender:M; age:25	
NP	IS		gender:M; age:25; NP Swab	
			gender:M; age:26	
NP	IS		gender:M; age:27; NP Swab	
NAS	LH/IS		gender:M; age:36; Nasal Wash	NA
NAS	LH/IS		gender:M; age:41; nasopharyngeal swab	NA
NAS	LH/IS		gender:M; age:42; Nasal Wash	NA
NAS	LH/IS		gender:M; age:43; Nasal Swab	NA
NAS	LH/IS		gender:M; age:5; Nasal Swab	NA
NAS	LH/IS		gender:M; age:6; Nasal Swab	NA
NAS	LH/IS		gender:M; age:6Y; Nasopharyngeal aspirate	NA
NAS	LH/IS		gender:M; age:7; Nasal Wash	NA
NAS	LH/IS		gender:M; age:9; Nasal Swab	NA
NAS	LH/IS		gender:M; age:9; Nasal Wash	NA
nose	IS		gender:Male; age:13; Nose swab	
throat	IS		gender:Male; age:13; Throat	
nose	IS		gender:Male; age:14; Nose swab	
			gender:Male; age:22y	
			gender:Male; age:32	
	LH		human in Vietnam	NA
swab	IS		human throat swab from child with upper respiratory illness	
	LH		human, gender:F Vietnam	NA
NAS	LH/IS		nasopharyngeal specimens	NA
NAS	LH/IS		nasopharyngeal swab, J209, RNA extract	NA
NP	IS		np swab	
oral	IS		oral saliva	
swab	IS		oropharyengeal swabs	
NAS	LH/IS		pig nasal swab	NA
lung	IS		pool lung trachea	
OF	IS		pooled sample for whole body of Aedes albopictus	
			post tmt +9 day	
			sheep	
NAS	LH/IS		swine nasal swab	NA
ns	IS		tonsil swab	
TRAC	IS		trachea draw fluid	
swab	IS		tracheal swab and tissue	
tissue	IS		tracheal swaps and tissue	
lung	IS		Allantoic fluid, Pool lung-trachea	
NAS	LH/IS		Anas platyrynchos	NA
cage	IS		Cage Swab	
			Endothracheal Aspirate	
brain	IS		Lung,Trachea,Brain	
tissue	IS		TISSUE	
tissue	IS		Tissue from trachea	
lung	LH/IS		Trachea and Lungs Tissue Homogenate	NA
brain	IS		Trachea- Lung- Brain	
			adult male mosquito	
nose	IS		age:>55; Nose swab	
lung	LH/IS		bird's lung	RD
lung	LH/IS		birds's lung	RD
			brochial aspirate	
			broncho aspirate	
swab	IS		cadaver table swab	
	LH		cellular culture	cell
ns	IS		chickens with a respiratory disease	
CLO	IS		cloacal shedding	
CLO	IS		cloacal swab #22	
CLO	IS		cloacal swab #37	
CLO	IS		cloacal swab #8	
CLO	IS		cloacal swab 24	
CLO	IS		cloacal swab no.4	
CLO	IS		cloacal swab no.9	
	LH		egg isolate	egg
			equine	
			farmland	
			feral ducks in wetlands	
			field -- flagging at various sites	
water	IS		fresh water broodfish locality	
NP	IS		gender:F; age:13; NP Swab	
NP	IS		gender:F; age:16; NP Swab	
			gender:F; age:17	
NP	IS		gender:F; age:19; NP Swab	
NAS	LH/IS		gender:F; age:19; Nasal Wash	NA
NP	IS		gender:F; age:24; NP Swab	
NAS	LH/IS		gender:F; age:24; Nasal Swab	NA
NAS	LH/IS		gender:F; age:24; Nasal Wash	NA
			gender:F; age:25	
NAS	LH/IS		gender:F; age:26; Nasal Wash	NA
NP	IS		gender:F; age:29; NP Swab	
NAS	LH/IS		gender:F; age:2Y; Nasopharyngeal aspirate	NA
			gender:F; age:31 yr	
NAS	LH/IS		gender:F; age:31; Nasal Swab	NA
			gender:F; age:33	
NAS	LH/IS		gender:F; age:36; Nasal Swab	NA
NAS	LH/IS		gender:F; age:36; Nasal Wash	NA
			gender:F; age:43	
NAS	LH/IS		gender:F; age:49; nasopharyngeal swab	NA
NAS	LH/IS		gender:F; age:6Y; Nasopharyngeal aspirate	NA
NAS	LH/IS		gender:F; age:8; Nasal Swab	NA
NAS	LH/IS		gender:F; age:9; Nasal Swab	NA
throat	IS		gender:Female; age:46; Throat	
NAS	LH/IS		gender:M; age:18; Nasal Swab	NA
NAS	LH/IS		gender:M; age:18; Nasal Wash	NA
			gender:M; age:2 M	
			gender:M; age:23; Pleural Fluid	
NAS	LH/IS		gender:M; age:25; Nasal Swab	NA
NAS	LH/IS		gender:M; age:27; nasopharyngeal swab	NA
NP	IS		gender:M; age:29; NP Swab	
NAS	LH/IS		gender:M; age:2; Nasal Swab	NA
NAS	LH/IS		gender:M; age:32; Nasal Swab	NA
NP	IS		gender:M; age:37; NP Swab	
NAS	LH/IS		gender:M; age:37; Nasal Wash	NA
NAS	LH/IS		gender:M; age:39; Nasal Swab	NA
NAS	LH/IS		gender:M; age:39; Nasal Wash	NA
NP	IS		gender:M; age:3; NP Swab	
NAS	LH/IS		gender:M; age:45; Nasal Wash	NA
NP	IS		gender:M; age:46; NP Swab	
NAS	LH/IS		gender:M; age:4Y; Nasopharyngeal aspirate	NA
			gender:M; age:50	
			gender:M; age:59	
NP	IS		gender:M; age:5; NP Swab	
NP	IS		gender:M; age:7; NP Swab	
throat	IS		gender:Male; Throat	
nose	IS		gender:Male; age:23; Nose swab	
			gender:Male; age:24	
nose	IS		gender:Male; age:3; Nose swab	
nose	IS		gender:Male; age:42; Nose swab	
			gender:Male; age:6	
heart	IS		heart tissue from Atlantic salmon	
			human, gender:M; age:9y	
	LH		lab culture with samples from a private breeder. Ralf Nauen -Bayer CropScience Monheim Germany	NA
market	IS		live poultry market sample	
brain	IS		lung,trachea,brain	
NAS	LH/IS		nasal sample	NA
NAS	LH/IS		nasopharngeal swabs	NA
NAS	LH/IS		nasopharyngeal aspiration	NA
FEC	LH/IS		nasopharyngeal fluids from infected chicken	NA
NAS	LH/IS		nasopharyngeal swab, J9600	NA
oral	IS		oral swab #8	
specimen	LH/IS		original specimen and MDCK isolates	mdck
			outbreak case	
OF	IS		ovaries of wild caught adult female mosquito	
			pond sediment	
lung	IS		post mortem lung	
river	IS		river sediment	
ns	IS		spleen,cecal tonsil	
swab	LH/IS		swab environment; poultry collector yard	RD
tissue	LH/IS		tissue culture fluid	tissue culture
CLO	IS		tracheal and cloecal swab	
swab	IS		tracheal swab #2	
swab	LH/IS		tracheal swab_ECE2	ece
			virus liquid separation	
ns	IS		whole insect	
			34 day old broiler chicken	
swab	LH/IS		Anal swab	NA
	LH		Choana	NA
CLO	IS		Cloacal_swab	
			El Behera, Egypt	
			El Gharbia, Egypt	
lung	IS		Lung biopsy	
swab	IS		NT swab	
NAS	LH/IS		Nasal Suction	NA
NAS	LH/IS		Nasal secretion	NA
NAS	LH/IS		Naspharyngeal swab	NA
sputum	LH/IS		Sputum in NALC	NA
tissue	IS		TISSUE SAMPLES	
tissue	IS		Tissue Samples	
lung	LH/IS		Trachea and lung tissues homogenate	NA
FEC	LH/IS		allantoic fluid from infected SPF egg	egg
CLO	LH/IS		allantoic fluid of inoculated chicken embryos with cloacal swab samples from backyard chicken	chicken embryo
CLO	LH/IS		allantoic fluid of inoculated chicken embryos with cloacal swab samples from vaccinated chicken	chicken embryo
			blow fly	
wash	IS		bronchial wash	
bronchoalveolar	IS		bronchoalveolar lavage from patient with lower respiratory tract infection	
	LH		cell-culture supernatant	cell
lung	IS		chicken trachea and lung	
air	IS		classroom air	
CLO	IS		cloacal swab 8048b	
CLO	IS		cloacal swab 94	
ns	IS		culex pipiens fatigans	
			domestic duck	
feather	IS		duck house environment-floor feather	
FEC	IS		fecal environmental swab	
FEC	IS		fecal matter	
FEC	LH/IS		feces from poultry market	ece
			female patient	
			fish pond sediment	
	LH		from 2nd passage in embryonated chicken eggs	egg
NAS	LH/IS		gender:F; age:13; Nasal Swab	NA
NAS	LH/IS		gender:F; age:15; nasopharyngeal swab	NA
NAS	LH/IS		gender:F; age:16; nasopharyngeal swab	NA
NAS	LH/IS		gender:F; age:18; nasopharyngeal swab	NA
NAS	LH/IS		gender:F; age:19; nasopharyngeal swab	NA
NAS	LH/IS		gender:F; age:1; Nasopharyngeal Aspirate	NA
NP	IS		gender:F; age:20; NP Swab	
			gender:F; age:21 yr	
NP	IS		gender:F; age:21; NP Swab	
NAS	LH/IS		gender:F; age:21; nasopharyngeal swab	NA
NP	IS		gender:F; age:23; NP Swab	
NAS	LH/IS		gender:F; age:24; nasopharyngeal swab	NA
NP	IS		gender:F; age:28; NP Swab	
NAS	LH/IS		gender:F; age:28; Nasal Swab	NA
NAS	LH/IS		gender:F; age:29; Nasal Wash	NA
NAS	LH/IS		gender:F; age:29; nasopharyngeal swab	NA
NAS	LH/IS		gender:F; age:2; Nasal Swab	NA
NP	IS		gender:F; age:32; NP Swab	
NP	IS		gender:F; age:33; NP Swab	
NAS	LH/IS		gender:F; age:33; nasopharyngeal swab	NA
			gender:F; age:34	
NAS	LH/IS		gender:F; age:34; Nasal Swab	NA
NAS	LH/IS		gender:F; age:34; nasopharyngeal swab	NA
NAS	LH/IS		gender:F; age:35; Nasal Swab	NA
NAS	LH/IS		gender:F; age:36; nasopharyngeal swab	NA
NAS	LH/IS		gender:F; age:37; nasopharyngeal swab	NA
NAS	LH/IS		gender:F; age:3; Nasal Wash	NA
NAS	LH/IS		gender:F; age:40; Nasal Swab	NA
NAS	LH/IS		gender:F; age:40; Nasal Wash	NA
NAS	LH/IS		gender:F; age:43; nasopharyngeal swab	NA
			gender:F; age:45	
NP	IS		gender:F; age:45; NP Swab	
NAS	LH/IS		gender:F; age:45; nasopharyngeal swab	NA
NAS	LH/IS		gender:F; age:46; Nasal Wash	NA
NAS	LH/IS		gender:F; age:46; nasopharyngeal swab	NA
			gender:F; age:47	
NAS	LH/IS		gender:F; age:49; Nasal Swab	NA
NAS	LH/IS		gender:F; age:4Y; Nasopharyngeal aspirate	NA
NAS	LH/IS		gender:F; age:52; nasopharyngeal swab	NA
			gender:F; age:59	
NAS	LH/IS		gender:F; age:59; nasopharyngeal swab	NA
NAS	LH/IS		gender:F; age:5; Nasal Swab	NA
NAS	LH/IS		gender:F; age:5Y; Nasopharyngeal aspirate	NA
swab	IS		gender:F; age:6 Y; upper respiratory tract swab	
NAS	LH/IS		gender:F; age:64; nasopharyngeal swab	NA
NP	IS		gender:F; age:6; NP Swab	
NP	IS		gender:F; age:7; NP Swab	
NAS	LH/IS		gender:F; age:7; Nasal Wash	NA
NAS	LH/IS		gender:F; age:8; nasopharyngeal swab	NA
NAS	LH/IS		gender:F; age:9; Nasal Wash	NA
NAS	LH/IS		gender:F; age:9; nasopharyngeal swab	NA
nose	IS		gender:Female; age:10; Nose swab	
nose	IS		gender:Female; age:13; Nose swab	
			gender:Female; age:22	
NAS	LH/IS		gender:M; age:0; nasopharyngeal swab	NA
NAS	LH/IS		gender:M; age:10; Nasal Wash	NA
NAS	LH/IS		gender:M; age:11; Nasal Swab	NA
NAS	LH/IS		gender:M; age:12; Nasal Wash	NA
NAS	LH/IS		gender:M; age:13; Nasal Swab	NA
			gender:M; age:14	
NAS	LH/IS		gender:M; age:16; Nasal Wash	NA
NP	IS		gender:M; age:17; NP Swab	
NAS	LH/IS		gender:M; age:19; nasopharyngeal swab	NA
NAS	LH/IS		gender:M; age:20; Nasal Swab	NA
swab	IS		gender:M; age:23; Throat Swab	
NP	IS		gender:M; age:26; NP Swab	
			gender:M; age:27 yr	
NAS	LH/IS		gender:M; age:27; Nasal Swab	NA
NAS	LH/IS		gender:M; age:28; nasopharyngeal swab	NA
NAS	LH/IS		gender:M; age:2; nasopharyngeal swab	NA
			gender:M; age:30	
NP	IS		gender:M; age:31; NP Swab	
NAS	LH/IS		gender:M; age:31; Nasal Swab	NA
NP	IS		gender:M; age:32; NP Swab	
NAS	LH/IS		gender:M; age:32; nasopharyngeal swab	NA
NAS	LH/IS		gender:M; age:34; nasopharyngeal swab	NA
NAS	LH/IS		gender:M; age:37; Nasal Swab	NA
NAS	LH/IS		gender:M; age:38; Nasal Swab	NA
NAS	LH/IS		gender:M; age:3; Nasal Swab	NA
NAS	LH/IS		gender:M; age:3; Nasal Wash	NA
NP	IS		gender:M; age:40; NP Swab	
NAS	LH/IS		gender:M; age:40; Nasal Wash	NA
NP	IS		gender:M; age:42; NP Swab	
NAS	LH/IS		gender:M; age:43; nasopharyngeal swab	NA
NP	IS		gender:M; age:45; NP Swab	
			gender:M; age:46	
NAS	LH/IS		gender:M; age:46; nasopharyngeal swab	NA
			gender:M; age:47	
NAS	LH/IS		gender:M; age:48; Nasal Swab	NA
NAS	LH/IS		gender:M; age:48; nasopharyngeal swab	NA
NAS	LH/IS		gender:M; age:49; Nasal Swab	NA
NAS	LH/IS		gender:M; age:49; Nasal Wash	NA
NAS	LH/IS		gender:M; age:4; Nasal Wash	NA
NP	IS		gender:M; age:50; NP Swab	
NAS	LH/IS		gender:M; age:52; Nasal Wash	NA
NAS	LH/IS		gender:M; age:5; Nasal Wash	NA
nose	IS		gender:Male; age:7; Nose swab	
swab	IS		human throat swab from child with bronchitis	
OF	LH/IS		human, Hanoi of Vietnam	NA
			human, gender:F; age:11y	
			human, gender:F; age:15y	
			human, gender:M; age:1y	
			human, gender:M; age:2y	
			human, gender:M; age:6y	
lung	IS		lung necropsy tissue	
NAS	LH/IS		nasal-swab	NA
NAS	LH/IS		nasopharyngeal swab, C 920	NA
NAS	LH/IS		nasopharyngeal swab, C833	NA
NAS	LH/IS		nasopharyngeal swab, C900	NA
NAS	LH/IS		nasopharyngeal swab, C910	NA
NAS	LH/IS		nasopharyngeal swab, J210	NA
NAS	LH/IS		nasopharyngeal swab, J449	NA
NAS	LH/IS		nasopharyngeal swab, J910	NA
NAS	LH/IS		nasopharyngeal swab, N10	NA
NAS	LH/IS		nasopharyngeal swab, N300	NA
NAS	LH/IS		nasopharyngeal swab, R042	NA
tissue	IS		necropsy tissue (bronchio)	
specimen	LH/IS		original specimen	NA
pharyngeal	IS		oro-pharyngeal swab	
soil	IS		paddy soil	
			patient	
NAS	LH/IS		pig-handler nasal swab	NA
cage	IS		pigeon cage	
FEC	IS		post-infection sera from small children	
			respiratory	
			respiratory system	
saliva	IS		salivary gland	
TRAC	IS		section material (trachea)	
FEC	LH/IS		supernatant of infected cells	cell
tissue	IS		tissue material from dead chicken	
			turkeys	
tissue	LH/IS		whole cell/tissue lysate from wild birds	cell
			10 day allantoic fluid	
			29 year old female in September 2000	
			Alexandria, Egypt	
CLO	IS		Allantoic fluid, Pool of 5 cloacal swabs	
			Behera	
			Calliphora augur pool	
ns	IS		Cecal tonsil	
	LH		ECE	ece
	LH		Egg/MDCK	egg
			El Fayoum, Egypt	
tissue	IS		FFPE tissue block	
	LH		HSG (passage 10)	passage
	LH		HSG (passage 2)	passage
	LH		HeLa cell	cell
ns	IS		Homo sapiens, gender:F; age:8	
lung	IS		LUNG	
lung	IS		Lung tissue	
	LH		MDCK (passage 10)	mdck
	LH		MDCK (passage 2)	mdck
			ME-2018	
			Matrouh	
N/T	IS		N/T swab from 21.5 yr old male; medical facility o	
NAS	LH/IS		Nasal Swabs	NA
NAS	LH/IS		Nasal aspiration sample	NA
			ORSW	
oral	IS		Oral secretion	
ORFL	IS		Orfl	
specimen	LH/IS		Original Specimen	NA
			Orlf	
			Pancreas	
TRAC	IS		Porcine trachea	
			SIAT2	
tissue	LH/IS		Tissue homogenate	NA
lung	IS		Trachea - Lungs - and ceacal tonsils	
			age:14	
			age:3	
			age:31	
aspirates	LH/IS		age:39; nasopharyngeal aspirates	NA
			age:42	
			age:45	
aspirates	LH/IS		age:48; nasopharyngeal aspirates	NA
air	IS		air sampler in room occupied by two people diagnosed with Influenza	
	LH		allantoic fluid from 9 day-old inoculated eggs	egg
	LH		allantoic fluid from inoculated chicken embryos	chicken embryo
CLO	LH/IS		allantoic fluid of inoculated chicken embryos with cloacal swab samples from backyard duck	chicken embryo
CLO	LH/IS		allantoic fluid of inoculated chicken embryos with cloacal swab samples from household chicken	chicken embryo
	LH		allantoic-amniotic fluid from inoculated embryonated chicken eggs	egg
			artificial	
			aspirate	
			bronchial aspirate	
			bronchoaspirate	
	LH		burrow biotopes in multispecies birds colony	RD
	LH		chicken embryo allantois	chicken embryo
			chicken facals	
OF	LH/IS		chicken, homogenate of the trachea	NA
			chicken-Bangkok-01, 2004	
			chicken-Bangkok-02, 2004	
			chicken-Kamphaengphet-01, 2004	
			chicken-Khonkaen-01, 2004	
			chicken-Mahasarakham-01, 2004	
ns	LH/IS		chicken-Nakornsawan-01, 2004	NA
ns	LH/IS		chicken-Nakornsawan-02, 2004	NA
			chicken-Pathumthani-01, 2004	
			chicken-Phetchabun-01, 2004	
			chicken-Phetchabun-02, 2004	
			chicken-Phichit-01, 2004	
			chicken-Phitsanulok-01, 2004	
			chicken-Phitsanulok-02, 2004	
			chicken-Phitsanulok-03, 2004	
			chicken-Sukhothai-01, 2004	
			chicken-Sukhothai-02, 2004	
			chicken-Tak-01, 2004	
			chicken-Udonthani-01, 2004	
			chicken-Udonthani-02, 2004	
			chicken-Udonthani-03, 2004	
			chicken-Uthaithani-01,2004	
			chicken-Uttaradit-01, 2004	
			chicken-Uttaradit-02, 2004	
FEC	LH/IS		chorioallantoc fluid of an embryonated egg which is infected with an AI suspected homogenized tissue supernatant	egg
CLO	IS		cloacal swab no.17	
CLO	IS		cloacal swab no.34	
CLO	IS		cloacal swab; oral	
